country,country_code,year,tourism_receipts,tourism_arrivals,tourism_exports,tourism_departures,tourism_expenditures,gdp,inflation,unemployment,continent
Albania,ALB,2000,0.4355803937110278,-0.1737228742090811,2.5604186193382867,-0.11461612170458631,3.5415158174459815,-0.44393780657740717,-0.22867341885410924,-0.31591875892145077,Europe
Albania,ALB,2001,0.03265200523418023,-0.06783095200069898,-0.3724056894269658,-0.11461612170458631,-1.0313594515755107,-0.31091456101564624,1.2608313249468184,-0.026766650075783542,Europe
Albania,ALB,2002,-0.005419968480167577,0.02409720024613823,0.9320838662156987,0.3757905629658568,0.7802153228194407,-0.32301086090525327,1.9647493959796274,-2.77009728274906,Europe
Albania,ALB,2003,0.007270689424615024,-0.009648577160928595,-1.4600432143043405,-0.04838303498185405,0.16664770037307572,0.3190298538901626,-3.27482456656028,2.5719879281746603,Europe
Albania,ALB,2004,0.5593143082826582,-0.008484929664133188,-0.3220084307922626,0.3701537045213689,0.06425313186605602,0.5565090964180271,0.7076680157915417,-0.07495866821672766,Europe
Albania,ALB,2005,0.2579111830440714,0.00896978278779793,0.09058759041181116,0.45329736657756475,-0.09817602566227973,0.015407690886208542,-0.04188961063632752,-1.818063964374698,Europe
Albania,ALB,2006,0.42606240028244086,0.109043467512203,-0.44145574336103965,0.6167662614677124,0.15530859152066606,-0.0025271408942939702,-0.07802738815891051,1.8127226823640765,Europe
Albania,ALB,2007,1.2033651969503754,0.11020711500899841,0.6635643834466486,0.39692878213268623,0.038260612861121514,0.7160189341765294,0.16655898096346505,0.5915369426725372,Europe
Albania,ALB,2008,1.041559308664397,0.23006280717892538,-0.43395346732427187,0.9239750466923002,-0.18594430392030836,1.0401426289201103,0.09036655146541445,-0.6306126373818199,Europe
Albania,ALB,2009,0.38164509761570176,0.3964643992206687,1.5745938996490896,-0.5542910803746387,0.6527229187687525,-1.2913801871809392,-0.5419786919216427,0.21756688189880638,Europe
Albania,ALB,2010,-0.881075363910167,0.5419203363200946,-1.7596483379381904,-0.05965675187082975,-0.6913873193968144,-0.7394917195577042,0.5161006809016879,0.16889294357645268,Europe
Albania,ALB,2011,0.03899733418657153,0.48839255146750593,-0.6323344804385647,0.8394221700249824,-0.11420623812907438,0.08934530959002891,-0.16619216199642037,-0.07616346867025145,Europe
Albania,ALB,2012,-0.8017587520052758,0.5663569337527983,-0.3164166141588677,-0.3414996740952223,-0.3993936556820739,-1.0872811860250946,-0.6926316832005466,0.04431657668211031,Europe
Albania,ALB,2013,0.013616018377006324,-0.4111069635553443,0.04941123467086314,-0.15830177464936715,0.4416695677192941,-0.2996871235695235,-0.1210500656219971,0.6696080120608681,Europe
Albania,ALB,2014,0.43240772923483217,0.37435509678155593,0.8068818296554655,0.19259266352000162,0.11349947943216704,-0.3031119740785983,-0.21654347299794827,0.5970790247587462,Europe
Albania,ALB,2015,-0.8842480283863626,0.42206464415016764,0.5013045990292271,0.3898827090770764,-0.33726311164075207,-2.0612114144815235,0.03867902702171342,-0.1380902119813649,Europe
Albania,ALB,2016,0.5244149990445061,0.5931208261790926,0.27830924168559773,0.3757905629658568,-0.3481710368943071,-0.28592080340671644,-0.3520272484081435,-0.3580867747947784,Europe
Albania,ALB,2017,0.5910409530446147,0.33362743439371667,-0.4047424860827232,0.3560615584101493,-0.19760324098655974,0.23860681927878133,0.23201297598659293,-0.36459269724380533,Europe
Albania,ALB,2018,0.6767028939018972,0.8305049155253559,-0.0678250374360048,0.20809402424234322,0.2114191716786422,1.15955298200084,-0.06169323874744475,-0.24652225279849074,Europe
Albania,ALB,2019,0.3467457883775496,0.44650124158287124,0.5555366746717239,0.5998556861342489,0.1576213309018356,-0.4919596287413919,-0.35037265173946947,-0.13230716980445217,Europe
Albania,ALB,2020,-3.9902865505819043,-4.4722367273713175,-2.1874888114688162,-4.363398174237305,-2.6516906905893576,-0.9130367517139424,0.012145348793991187,0.06961738620610639,Europe
Albania,ALB,2021,-0.13549921200418924,-0.11088590938212907,0.12854345798587843,-0.11461612170458631,-0.0893128569699983,1.489802184106736,0.10457173969276325,0.06961738620610639,Europe
Albania,ALB,2022,-0.13549921200418924,-0.11088590938212907,0.12854345798587843,-0.11461612170458631,-0.0893128569699983,0.10575037383050472,1.9738668940344903,0.06961738620610639,Europe
Albania,ALB,2023,-0.13549921200418924,-0.11088590938212907,0.12854345798587843,-0.11461612170458631,-0.0893128569699983,2.8233052850501075,-0.9416467367348662,0.06961738620610639,Europe
Algeria,DZA,2000,0.33071667122820503,0.28017504240741714,0.21630119905268586,0.08540670649721192,0.29312314740149387,-0.09892815048871788,-1.03914411848416,0.42851352191500125,Africa
Algeria,DZA,2001,0.33071667122820503,0.0942733284971687,0.21630119905268586,0.16888113456688514,0.29312314740149387,-0.16946172600869036,1.4508904238215208,-1.0009902247997575,Africa
Algeria,DZA,2002,0.33071667122820503,0.21216222024513112,0.21630119905268586,0.048306960688468285,0.29312314740149387,-0.2858977715155883,-1.2407128639648246,-0.3817315167087503,Africa
Algeria,DZA,2003,0.33071667122820503,0.41846778080406544,0.21630119905268586,-0.023831433939644354,0.29312314740149387,0.1697869242026019,1.03428542531352,-0.8331537525134098,Africa
Algeria,DZA,2004,0.33071667122820503,0.1690874328756833,0.21630119905268586,0.14723961617845133,0.29312314740149387,0.4684771124868522,-0.2353456854981278,-3.0844774669751165,Africa
Algeria,DZA,2005,0.33071667122820503,0.4887476970384277,0.21630119905268586,0.07819286703440066,0.29312314740149387,0.3160897445489498,-1.1489091514685121,-0.9489030437453737,Africa
